timeOfDayInSeconds,personId,rideHailVehicleId,waitingTimeInSeconds
26120.0,10102-2013000128353-132526,rideHailVehicle-1101-2016000263905-0130968,200.0
26120.0,10102-2016001438850-0155612,rideHailVehicle-10102-2012000845031-017065,200.0
26120.0,10102-2016000643612-1139960,rideHailVehicle-1500-2016001216686-0151358,200.0
26120.0,10102-2015000557350-4101064,rideHailVehicle-10102-2015000769721-1106474,200.0
26120.0,10102-2015000974765-1113540,rideHailVehicle-1801-2013000365328-038294,200.0
26120.0,1101-2013000843576-049027,rideHailVehicle-1500-2016000835364-0144729,200.0
26120.0,10102-2015001360314-0121782,rideHailVehicle-1108-2014000017712-061071,200.0
26120.0,10102-2016001403610-1154315,rideHailVehicle-10401-2013000258802-035657,200.0
26120.0,1101-2015001314717-1120972,rideHailVehicle-1803-2016000393526-0133510,200.0
26120.0,1101-2016000063348-0126114,rideHailVehicle-1801-2012000747410-014563,200.0
26120.0,10102-2012000164709-52982,rideHailVehicle-1803-2014000185653-065782,200.0
26120.0,10102-2016000699058-0141647,rideHailVehicle-1902-2016000512260-0137089,200.0
26120.0,1101-2015000708879-0104608,rideHailVehicle-1200-2012000177185-03489,200.0
26120.0,1101-2016000664308-0140611,rideHailVehicle-1600-2015000837069-0110020,200.0
26120.0,10102-2015001175837-0117580,rideHailVehicle-1801-2014000994591-081852,200.0
26120.0,10102-2013001034691-152162,rideHailVehicle-10102-2014001122037-085165,200.0
26120.0,10102-2013000136970-032567,rideHailVehicle-1902-2014000492697-071933,200.0
26120.0,10102-2014000679703-075846,rideHailVehicle-1105-2015000696733-0104429,200.0
26120.0,1101-2013000431434-040455,rideHailVehicle-1200-2016001217429-1151443,200.0
26120.0,10102-2012000976037-120156,rideHailVehicle-1801-2015000152468-093833,200.0
26120.0,1101-2015000103285-093063,rideHailVehicle-1101-2015000726028-1105349,200.0
26120.0,10102-2015000587753-1101831,rideHailVehicle-10401-2015001114301-0116445,200.0
26120.0,10102-2015001410870-1122726,rideHailVehicle-1200-2014000023781-061295,200.0
26120.0,10102-2016001424895-1154952,rideHailVehicle-10102-2016000116811-3127527,200.0
26120.0,1101-2013000128353-032545,rideHailVehicle-10102-2016001235624-1152791,200.0
26120.0,10102-2016000523072-0137198,rideHailVehicle-10102-2012000584680-111642,200.0
26120.0,10102-2014000130010-064545,rideHailVehicle-10600-2014001166634-086104,200.0
26120.0,10102-2014001049077-083188,rideHailVehicle-1803-2015001491257-0123661,200.0
26120.0,10102-2016000255662-0130850,rideHailVehicle-10102-2015000666520-1103952,200.0
26120.0,10102-2014000661359-075674,rideHailVehicle-10102-2016000614752-1139416,200.0
26120.0,10102-2016001082300-0148456,rideHailVehicle-1101-2013000179683-033726,200.0
26120.0,10102-2015000727153-2105573,rideHailVehicle-1106-2013000939162-150694,200.0
26120.0,10102-2016000610766-1139306,rideHailVehicle-1101-2015001219382-0118111,200.0
26120.0,10102-2015000242580-095841,rideHailVehicle-10102-2014000630646-175064,200.0
26120.0,10102-2015000383841-098320,rideHailVehicle-1803-2015000318368-297385,200.0
26167.0,1801-2012001146930-023375,rideHailVehicle-1803-2014000490800-071811,137.0
26120.0,10102-2016001082341-0148608,rideHailVehicle-1803-2012000110774-01914,200.0
26120.0,10102-2016001009358-0147870,rideHailVehicle-10401-2013000603319-044312,200.0
26120.0,10102-2016001216686-0151220,rideHailVehicle-1500-2015000585393-0101677,200.0
26120.0,10102-2012000923823-018458,rideHailVehicle-10104-2016001407958-2154539,200.0
26120.0,10102-2016000114870-0127353,rideHailVehicle-10104-2015001453276-0123281,200.0
26120.0,10102-2016000559873-0138290,rideHailVehicle-1902-2014001275264-088702,200.0
26120.0,10102-2012001057763-021153,rideHailVehicle-10103-2015001196834-0117952,200.0
26710.0,202-2013001092406-053237,rideHailVehicle-1001-2012000156497-02805,230.0
26760.0,1500-2016000550401-1138100,rideHailVehicle-1105-2015000949415-1112938,278.0
26924.0,401-2016001437406-0155382,rideHailVehicle-401-2014000550778-073509,74.0
26999.0,1902-2013000921416-050602,rideHailVehicle-1902-2016001487612-1156848,60.0
26986.0,1200-2014000385209-069567,rideHailVehicle-1200-2015000606577-0102473,135.0
27031.0,202-2015000639307-0103605,rideHailVehicle-10405-2016001084933-0148711,54.0
27031.0,202-2015000971084-0113385,rideHailVehicle-202-2013001200076-055579,54.0
27031.0,100-2016000504369-0136289,rideHailVehicle-10405-2012001067422-021769,54.0
27031.0,10405-2016001431295-0155176,rideHailVehicle-10405-2016000069252-0126277,54.0
27031.0,100-2015000397516-098794,rideHailVehicle-202-2014001002756-082028,54.0
27053.0,600-2014000987574-081096,rideHailVehicle-1600-2014001198914-087332,44.0
27060.0,1803-2016000401357-0133598,rideHailVehicle-1801-2015001314717-3121018,176.0
27060.0,10104-2012001401266-127891,rideHailVehicle-1801-2014000994591-081852,176.0
27060.0,10104-2013000090436-131300,rideHailVehicle-10104-2016000012225-1124404,176.0
27060.0,10104-2012001176543-023671,rideHailVehicle-1801-2015000398159-099081,176.0
27060.0,10104-2015000177422-294433,rideHailVehicle-1600-2015000837069-0110020,176.0
27060.0,1803-2012001189763-023712,rideHailVehicle-1801-2015000133808-093472,176.0
27060.0,1803-2014000775952-076805,rideHailVehicle-1801-2012000752641-114983,176.0
27060.0,10104-2015000938182-5112694,rideHailVehicle-1803-2015000050024-192494,176.0
27060.0,1803-2016000732189-0142191,rideHailVehicle-1803-2014000490800-071811,176.0
27060.0,10104-2014001356496-189978,rideHailVehicle-1108-2013001154369-054322,176.0
27060.0,1803-2016001232073-0152365,rideHailVehicle-10401-2015000292529-096883,176.0
27060.0,1801-2015000440338-099595,rideHailVehicle-1803-2016000008218-0124377,176.0
27060.0,10104-2015000282851-296461,rideHailVehicle-1803-2014001004621-382351,176.0
27060.0,10104-2014000703196-076035,rideHailVehicle-1902-2014000492697-071933,176.0
27060.0,10104-2012001365754-426870,rideHailVehicle-10401-2012000871125-017864,176.0
27060.0,1801-2015000301668-196957,rideHailVehicle-1803-2014000550778-173587,176.0
27060.0,10401-2014000495145-072102,rideHailVehicle-1803-2013000293337-037028,176.0
27060.0,10104-2014000813815-077445,rideHailVehicle-1803-2016000874667-1145270,176.0
27060.0,10104-2016000828903-0144441,rideHailVehicle-1902-2015000210255-095390,176.0
27060.0,10104-2014000568068-073954,rideHailVehicle-1804-2012001398904-027882,176.0
27060.0,10104-2012000397841-17811,rideHailVehicle-1803-2012000353261-07021,176.0
27060.0,10104-2015000450240-499610,rideHailVehicle-1801-2014000468937-070826,176.0
27060.0,10104-2015001275570-2119884,rideHailVehicle-10104-2014001166634-186108,176.0
27060.0,1801-2014000560532-173721,rideHailVehicle-10401-2012000659907-013230,176.0
27060.0,10104-2016000829522-0144532,rideHailVehicle-1902-2014000584977-074102,176.0
27060.0,1803-2016000068280-0126193,rideHailVehicle-1804-2015000704044-0104520,176.0
27060.0,10104-2014000953311-280748,rideHailVehicle-1902-2012001064755-021620,176.0
27060.0,10104-2014000886715-279239,rideHailVehicle-10104-2015000816977-3109147,176.0
27060.0,10104-2015001059501-0115097,rideHailVehicle-1804-2016000987597-0147537,176.0
27060.0,1803-2013000315167-037497,rideHailVehicle-10104-2015000804471-1107958,176.0
27060.0,10104-2014000641447-075308,rideHailVehicle-10104-2013001063722-152901,176.0
27060.0,1801-2012000719213-114211,rideHailVehicle-1901-2015000810401-1108524,176.0
27060.0,10104-2016000773599-2143600,rideHailVehicle-10104-2016000435003-2134694,176.0
27060.0,1803-2015000458232-099719,rideHailVehicle-1700-2015000777578-0106732,176.0
27060.0,1801-2013001140952-053996,rideHailVehicle-10104-2015000806558-1108170,176.0
27060.0,1803-2015001258226-0119484,rideHailVehicle-10104-2015001496113-1123742,176.0
27060.0,1801-2013001448500-159861,rideHailVehicle-1108-2014001079600-084073,176.0
27060.0,10104-2015000050024-492325,rideHailVehicle-407-2015000820305-0109289,176.0
27060.0,10104-2012001214184-023972,rideHailVehicle-1901-2013000190262-034100,176.0
27060.0,10104-2012000190101-23658,rideHailVehicle-1804-2012000420927-08796,176.0
27060.0,10104-2014000853772-178311,rideHailVehicle-1902-2013000905598-050042,176.0
27060.0,10104-2012000752641-414881,rideHailVehicle-1700-2015000157314-094142,176.0
27060.0,10104-2016000758296-1142791,rideHailVehicle-10104-2014001079600-084005,176.0
27060.0,10104-2013001420823-659200,rideHailVehicle-1902-2013000190262-034173,176.0
27060.0,10104-2012000190101-93665,rideHailVehicle-700-2016000770003-0143021,176.0
27060.0,10104-2013001419154-059029,rideHailVehicle-1901-2013001092406-053336,176.0
27060.0,10104-2012000752641-114878,rideHailVehicle-1500-2015001311731-1120584,176.0
27060.0,10104-2012000408893-18460,rideHailVehicle-1801-2012000388919-07595,176.0
27060.0,10104-2015000099042-092890,rideHailVehicle-10600-2016001045965-0148272,176.0
27060.0,1803-2016000174980-0129014,rideHailVehicle-1801-2014001359572-190108,176.0
27060.0,10104-2014001100354-184792,rideHailVehicle-1700-2015000282851-096539,176.0
27060.0,10104-2013000004371-029718,rideHailVehicle-1803-2015000712347-2104879,176.0
27060.0,10104-2013000208685-034649,rideHailVehicle-10104-2012001060950-021334,176.0
27060.0,10104-2015001366198-0121874,rideHailVehicle-1902-2013001135090-053903,176.0
27060.0,10104-2014000254448-367134,rideHailVehicle-1700-2015001219743-0118256,176.0
27060.0,1803-2016001180805-1150339,rideHailVehicle-10104-2015000467368-1100023,176.0
27060.0,10104-2012000143375-02741,rideHailVehicle-10102-2013000179683-033619,176.0
27060.0,1803-2015000605015-0102269,rideHailVehicle-407-2012000019980-0161,176.0
27060.0,10104-2016000594701-0138598,rideHailVehicle-10102-2013000190262-234038,176.0
27060.0,10104-2012001433817-128652,rideHailVehicle-1902-2016000637854-0139868,176.0
27060.0,1803-2015000628621-5103146,rideHailVehicle-10102-2015000726028-2105301,176.0
27060.0,10104-2012001236897-024137,rideHailVehicle-1600-2014000596551-074825,176.0
27060.0,10104-2015000134747-293629,rideHailVehicle-1901-2013000818226-048665,176.0
27060.0,1803-2012000606353-012019,rideHailVehicle-10104-2012001097565-221963,176.0
27060.0,10104-2013001488063-160557,rideHailVehicle-1500-2014000125384-364434,176.0
27060.0,10104-2016000255662-0130852,rideHailVehicle-405-2015001504336-0124072,176.0
27060.0,1803-2015000528933-0100709,rideHailVehicle-10600-2015000863442-0110922,176.0
27060.0,10104-2013000056397-130493,rideHailVehicle-1600-2014000292394-268415,176.0
27060.0,10104-2014000192107-165827,rideHailVehicle-10104-2012000081021-01583,176.0
27060.0,10104-2012001009640-020555,rideHailVehicle-10104-2016000055939-2125937,176.0
27060.0,10401-2015000301668-097051,rideHailVehicle-1500-2012000462797-09778,176.0
27060.0,1803-2013000407259-239741,rideHailVehicle-1803-2014000813815-377427,176.0
27060.0,10104-2016001458235-1156097,rideHailVehicle-1902-2013000226280-134849,176.0
27060.0,1803-2014000292394-368280,rideHailVehicle-1902-2014001275264-088702,176.0
27060.0,10104-2012000676634-013730,rideHailVehicle-10104-2014001079600-083962,176.0
27060.0,1803-2015000727153-3105560,rideHailVehicle-10102-2013001153397-054096,176.0
27060.0,10104-2016000333866-0132179,rideHailVehicle-1804-2014000159546-064992,176.0
27060.0,1803-2012000388530-07565,rideHailVehicle-407-2016000116811-1127944,176.0
27060.0,10104-2015000795744-5107453,rideHailVehicle-407-2016000471794-0135527,176.0
27060.0,10104-2012001075277-021885,rideHailVehicle-1105-2015000795744-2107827,176.0
27060.0,1803-2013001394719-658878,rideHailVehicle-405-2016000550401-2137932,176.0
27060.0,10104-2016000029416-4124872,rideHailVehicle-1902-2014001139730-185547,176.0
27060.0,1803-2014000218958-066326,rideHailVehicle-405-2015000690052-0104257,176.0
27060.0,1801-2013000145970-032674,rideHailVehicle-1801-2012000566763-011490,176.0
27060.0,10104-2015001065193-1115393,rideHailVehicle-10104-2015000949415-3112982,176.0
27060.0,1803-2016001132273-0149515,rideHailVehicle-10102-2013000190262-233966,176.0
27060.0,1801-2014000114846-064005,rideHailVehicle-1600-2012000078687-01566,176.0
27060.0,1801-2013000430378-040303,rideHailVehicle-1801-2015000467368-199921,176.0
27060.0,1801-2016000914007-1146355,rideHailVehicle-10401-2013000636360-045370,176.0
27060.0,1803-2016001148239-0149695,rideHailVehicle-1803-2015000831253-3109669,176.0
27060.0,10104-2013000198198-034429,rideHailVehicle-1700-2016000332872-0132123,176.0
27060.0,1803-2014000095187-063188,rideHailVehicle-1801-2015000102574-093038,176.0
27060.0,10104-2013000040126-030183,rideHailVehicle-1902-2016001407958-1154526,176.0
27060.0,10104-2014000933262-080246,rideHailVehicle-1500-2015001443628-0123256,176.0
27060.0,1803-2013000487483-041888,rideHailVehicle-1801-2012000353261-57020,176.0
27060.0,10104-2015000824317-1109316,rideHailVehicle-1902-2014000495145-072179,176.0
27060.0,1803-2016000039403-1125581,rideHailVehicle-10102-2016000874667-0145460,176.0
27060.0,10104-2015000050024-292323,rideHailVehicle-10104-2016000456810-1135281,176.0
27158.0,202-2012001341891-026284,rideHailVehicle-100-2016000510160-0136574,78.0
27101.0,10600-2013001153397-054135,rideHailVehicle-1803-2015000318368-297385,352.0
27328.0,1200-2014000174501-065236,rideHailVehicle-900-2015001427751-0122985,202.0
27153.0,1902-2012001064755-021558,rideHailVehicle-600-2015001102883-0115995,374.0
27434.0,500-2015001091707-0115869,rideHailVehicle-401-2012001171118-023563,160.0
27301.0,1902-2016001098391-0149112,rideHailVehicle-1804-2012000252732-05216,348.0
27558.0,1700-2014001079600-084034,rideHailVehicle-1700-2015001219743-0118329,98.0
27379.0,1902-2013001255635-056618,rideHailVehicle-1902-2013000204341-034591,366.0
27586.0,600-2015000628621-1103084,rideHailVehicle-10103-2015000795744-2107556,259.0
27646.0,1500-2015001081827-0115721,rideHailVehicle-1803-2016000393526-0133510,222.0
27646.0,1902-2013000520267-142403,rideHailVehicle-1801-2012000747410-014563,222.0
27646.0,1500-2013001424451-059550,rideHailVehicle-10102-2016000029416-4125137,222.0
27646.0,1500-2016000539927-0137471,rideHailVehicle-1200-2015001195146-1117915,222.0
27646.0,1500-2014000813815-177416,rideHailVehicle-1500-2014001480009-091481,222.0
27646.0,1500-2013001204199-055775,rideHailVehicle-10401-2013000258802-035657,222.0
27646.0,1500-2013000473947-041463,rideHailVehicle-10104-2015001453276-0123281,222.0
27646.0,1500-2014000665701-075745,rideHailVehicle-1101-2013000179683-033726,222.0
27646.0,1500-2012001453028-028958,rideHailVehicle-10401-2015001114301-0116445,222.0
27646.0,1500-2014000174501-065281,rideHailVehicle-1803-2014000185653-065782,222.0
27646.0,1500-2015001327038-0121506,rideHailVehicle-1801-2013000365328-038294,222.0
27646.0,1902-2014000438320-070342,rideHailVehicle-10104-2016001407958-2154539,222.0
27646.0,1500-2016000559873-2138348,rideHailVehicle-1500-2016000835364-0144729,222.0
27646.0,1902-2015001225649-0118846,rideHailVehicle-10102-2014000536339-173012,222.0
27646.0,1500-2015000187968-094497,rideHailVehicle-1801-2015000152468-093833,222.0
27646.0,1902-2015000335363-097567,rideHailVehicle-1902-2016000512260-0137089,222.0
27646.0,1500-2014000877860-079112,rideHailVehicle-1803-2015001491257-0123661,222.0
27646.0,1500-2016000938757-0146769,rideHailVehicle-10401-2013000603319-044312,222.0
27646.0,1500-2012000747410-014562,rideHailVehicle-10600-2014001166634-086104,222.0
27646.0,1500-2012000634858-112805,rideHailVehicle-1803-2012000110774-01914,222.0
27646.0,1500-2013000035041-030008,rideHailVehicle-10104-2012000081021-01578,222.0
27646.0,1902-2015000794086-0107324,rideHailVehicle-10102-2016000614752-1139416,222.0
27646.0,1902-2014000815717-077535,rideHailVehicle-1500-2015000585393-0101677,222.0
27751.0,900-2016000607896-2139112,rideHailVehicle-10405-2013000066284-031086,85.0
27743.0,500-2015000318368-097416,rideHailVehicle-500-2014000159546-065087,128.0
27558.0,1700-2014000863087-078596,rideHailVehicle-1804-2015001195146-2117938,356.0
27716.0,1200-2015000608426-0102758,rideHailVehicle-1200-2015000606577-0102473,202.0
27802.0,1101-2014001139730-185446,rideHailVehicle-1101-2015001219382-0118111,66.0
27779.0,700-2013000895447-049657,rideHailVehicle-10102-2015000790225-0107141,109.0
27802.0,1101-2013001204199-055687,rideHailVehicle-1106-2013000939162-150694,66.0
27358.0,1902-2015001011409-0113970,rideHailVehicle-1200-2012001145091-023354,574.0
27358.0,1902-2015000831253-2109675,rideHailVehicle-1101-2012000634858-012785,574.0
27802.0,1101-2013000095146-131614,rideHailVehicle-1101-2016000607896-0138754,66.0
27503.0,1600-2014001176958-086713,rideHailVehicle-1700-2012000169809-03323,464.0
27716.0,1200-2015000999068-0113876,rideHailVehicle-900-2016001458235-0156129,267.0
27756.0,201-2013000168908-233320,rideHailVehicle-10103-2015000301668-196969,226.0
27840.0,500-2014000813815-177388,rideHailVehicle-1801-2013000413780-039779,174.0
27720.0,500-2016000510160-0136587,rideHailVehicle-401-2013000272718-036375,297.0
27720.0,500-2016000510160-0136514,rideHailVehicle-500-2015001064743-0115365,297.0
27720.0,500-2016000510160-0136733,rideHailVehicle-300-2016001223046-1151998,297.0
27858.0,401-2012000651476-013136,rideHailVehicle-401-2014000550778-073509,89.0
27840.0,500-2014001318941-089223,rideHailVehicle-1801-2016000970031-0147176,174.0
27900.0,10600-2015000863442-0110881,rideHailVehicle-10600-2014000685903-075899,74.0
27904.0,500-2014000532744-072677,rideHailVehicle-401-2012001254838-024517,156.0
27935.0,500-2015000784412-0106996,rideHailVehicle-406-2015000467368-0100031,140.0
27935.0,401-2012000651476-013077,rideHailVehicle-300-2014000475106-070985,140.0
27854.0,201-2014001281447-088711,rideHailVehicle-1001-2012000156497-02805,232.0
27854.0,201-2015000050024-092430,rideHailVehicle-202-2013000179683-033713,232.0
27922.0,1902-2013001018214-051828,rideHailVehicle-10401-2012000659907-013271,186.0
27881.0,700-2016000837646-0144974,rideHailVehicle-10600-2015001024517-0114600,245.0
27902.0,201-2014000113616-063560,rideHailVehicle-201-2015000727153-0105584,260.0
27917.0,1600-2012000612699-112159,rideHailVehicle-600-2015001102883-0115995,256.0
27917.0,600-2013001181429-054948,rideHailVehicle-10401-2013000787397-048130,256.0
27765.0,10405-2015000784412-2106958,rideHailVehicle-10405-2013000416193-039925,431.0
27980.0,401-2013000575117-043852,rideHailVehicle-401-2012001171118-023563,219.0
28077.0,900-2014000077550-062816,rideHailVehicle-1106-2014000520011-172600,108.0
27867.0,1700-2012001382026-027341,rideHailVehicle-1902-2016001487612-1156848,404.0
27867.0,1700-2016000715950-0141975,rideHailVehicle-1600-2012000078687-01526,404.0
28145.0,10102-2016000938757-1146701,rideHailVehicle-1105-2015000949415-1112938,134.0
28145.0,10102-2016000233714-0129900,rideHailVehicle-10102-2016000114870-0127319,134.0
28145.0,10102-2013000262864-036091,rideHailVehicle-1101-2015001225649-0118878,134.0
28145.0,10102-2014001404766-090733,rideHailVehicle-1500-2016001216686-0151358,134.0
28145.0,10102-2016001094523-0149071,rideHailVehicle-1108-2015001419851-0122908,134.0
28154.0,10102-2016001223046-3151630,rideHailVehicle-10102-2015000769721-1106474,134.0
28145.0,10102-2016000171219-0128778,rideHailVehicle-10102-2016000479494-1135891,134.0
28145.0,10102-2014001459793-191421,rideHailVehicle-10102-2012000845031-017065,134.0
28145.0,10102-2012000190101-33812,rideHailVehicle-1108-2014000017712-061071,134.0
28057.0,10104-2013001063722-152941,rideHailVehicle-10104-2012001350676-226386,238.0
28057.0,10104-2012000397841-27812,rideHailVehicle-1902-2014001287076-088994,238.0
28057.0,10104-2014001049077-183225,rideHailVehicle-10104-2016000456810-1135357,238.0
28057.0,10104-2012000888333-018082,rideHailVehicle-10103-2012001333257-026180,238.0
28057.0,10104-2016000819398-0144270,rideHailVehicle-1500-2016000333866-0132163,238.0
28057.0,10104-2016000688555-1141328,rideHailVehicle-1902-2014000614689-074944,238.0
28057.0,10104-2014000747832-276506,rideHailVehicle-10104-2016000333866-0132179,238.0
28057.0,10104-2014000730190-076328,rideHailVehicle-1801-2012001111261-322465,238.0
28057.0,10104-2016000276489-2131641,rideHailVehicle-1803-2016000795335-1144148,238.0
28057.0,10104-2012001097565-321964,rideHailVehicle-1108-2013000405662-039620,238.0
28210.0,1101-2013000539556-043440,rideHailVehicle-10102-2014001122037-085165,60.0
28175.0,600-2014000901035-079581,rideHailVehicle-900-2012001048206-021015,132.0
28062.0,1200-2016001200571-1150647,rideHailVehicle-1200-2012001244798-024333,264.0
28154.0,10102-2013000431434-140435,rideHailVehicle-1200-2014000747832-076532,200.0
28154.0,10102-2013000576300-043895,rideHailVehicle-10102-2014000376207-169488,200.0
28154.0,10102-2015000587753-1101907,rideHailVehicle-1101-2015001481633-0123482,200.0
28154.0,10102-2014000575823-073994,rideHailVehicle-10102-2012000529759-010446,200.0
28154.0,10102-2016001082300-0148570,rideHailVehicle-1101-2016000512260-0136960,200.0
28154.0,10102-2013001219485-055964,rideHailVehicle-1101-2016000263905-0130968,200.0
28154.0,10102-2013000179683-033576,rideHailVehicle-1200-2015001162246-1117170,200.0
28181.0,1700-2016001200571-1150657,rideHailVehicle-1700-2015001219743-0118329,134.0
28221.0,700-2012000816252-016226,rideHailVehicle-201-2016000264178-0131008,104.0
28250.0,401-2013000532687-043254,rideHailVehicle-300-2013000419803-140057,116.0
28256.0,401-2016001437406-0155456,rideHailVehicle-401-2014000550778-073509,89.0
28240.0,202-2015000795744-0107570,rideHailVehicle-10405-2013001355501-058213,136.0
28251.0,500-2015000938182-0112718,rideHailVehicle-1803-2015000712347-2104755,144.0
28219.0,1700-2012000164709-03068,rideHailVehicle-10600-2012001377121-027273,181.0
28270.0,202-2014000221484-066368,rideHailVehicle-10405-2016000069252-0126277,128.0
28270.0,202-2016001467581-0156399,rideHailVehicle-202-2014001002756-082028,115.0
28270.0,202-2013000068309-031128,rideHailVehicle-202-2013001200076-055579,115.0
28056.0,1101-2015000973216-0113521,rideHailVehicle-1200-2015000207675-095181,351.0
28056.0,1101-2016000039403-0125566,rideHailVehicle-10104-2014000987574-181085,351.0
28056.0,1101-2012000178004-03571,rideHailVehicle-10600-2016000333866-0132261,351.0
28056.0,1101-2013000153074-032864,rideHailVehicle-1101-2012000178004-03540,351.0
28328.0,201-2012000510062-010243,rideHailVehicle-201-2012000510062-010243,105.0
28264.0,1200-2014000159546-164981,rideHailVehicle-1002-2016000250854-0130594,174.0
28229.0,300-2012000087796-01628,rideHailVehicle-201-2014001239636-088222,210.0
28368.0,1101-2012000073118-01395,rideHailVehicle-1500-2014001480009-091481,72.0
28328.0,201-2015001195146-0117735,rideHailVehicle-1500-2014000360961-069259,105.0
28350.0,600-2014000987574-081438,rideHailVehicle-1600-2014001198914-087332,44.0
28158.0,202-2014000661359-075681,rideHailVehicle-1001-2012000156497-02805,289.0
28201.0,500-2012000938214-018884,rideHailVehicle-406-2015000467368-0100031,256.0
28220.0,1101-2015001196834-0117961,rideHailVehicle-10102-2012000584680-111642,236.0
28278.0,500-2015001219743-0118226,rideHailVehicle-1700-2012000420927-08832,205.0
28343.0,1101-2012000544482-010717,rideHailVehicle-1101-2015001219382-0118111,146.0
28231.0,201-2016000086561-0126761,rideHailVehicle-201-2015000134451-093488,260.0
28366.0,700-2015000635597-0103568,rideHailVehicle-201-2013000914558-150228,125.0
28365.0,500-2013000178929-033497,rideHailVehicle-700-2012000751336-014837,131.0
28365.0,500-2013001157196-054445,rideHailVehicle-401-2013000065252-030975,131.0
28365.0,500-2013000113035-032273,rideHailVehicle-1700-2015001431732-0123044,131.0
28393.0,700-2016000030344-0125240,rideHailVehicle-1700-2015000795744-1107633,50.0
28216.0,700-2013000743438-047517,rideHailVehicle-10103-2014000292394-168166,304.0
28350.0,10405-2016000382350-0133117,rideHailVehicle-10405-2016000420812-0134496,174.0
28350.0,10405-2012000073118-01372,rideHailVehicle-10405-2013001099005-153754,174.0
28350.0,10405-2016000420812-0134432,rideHailVehicle-10405-2015000189392-094902,174.0
28286.0,1500-2014000546945-073376,rideHailVehicle-1200-2015001195146-1117915,245.0
28061.0,1600-2014001093569-184609,rideHailVehicle-300-2012000065430-0962,477.0
28393.0,1700-2012000925460-018634,rideHailVehicle-405-2015001504336-0124072,147.0
28457.0,300-2014000448294-070518,rideHailVehicle-100-2015000290126-096656,89.0
28503.0,1801-2014001269642-088495,rideHailVehicle-700-2016000770003-0143021,43.0
28347.0,300-2015001464858-0123356,rideHailVehicle-407-2016001459467-0156281,200.0
28304.0,401-2013000272718-036375,rideHailVehicle-405-2016000482844-0136176,277.0
28275.0,10600-2013000818226-048669,rideHailVehicle-10600-2012001377121-027207,312.0
28275.0,10600-2013000499891-042009,rideHailVehicle-10600-2013000669788-046521,312.0
28297.0,408-2013000871283-049293,rideHailVehicle-408-2016001518968-0157787,304.0
28297.0,408-2014001353874-089878,rideHailVehicle-405-2013001274069-056993,304.0
28297.0,408-2012001189763-023691,rideHailVehicle-408-2012000057088-0786,304.0
28417.0,1700-2014000793041-077139,rideHailVehicle-1700-2015000777578-0106732,168.0
28398.0,1803-2015000502599-1100327,rideHailVehicle-1801-2014000468937-070826,191.0
28398.0,1803-2012000797087-015363,rideHailVehicle-10401-2012000871125-017864,191.0
28398.0,1804-2013000359041-237952,rideHailVehicle-1803-2014000550778-173587,191.0
