TazId,DataType,Value,Hour
210.0,revenue,0.0,22
210.0,pricelevel,1.0,23
210.0,revenue,0.0,23
210.0,pricelevel,1.0,24
210.0,revenue,0.0,24
210.0,pricelevel,1.0,25
210.0,revenue,0.0,25
210.0,pricelevel,1.0,26
210.0,revenue,0.0,26
210.0,pricelevel,1.0,27
210.0,revenue,0.0,27
210.0,pricelevel,1.0,28
210.0,revenue,0.0,28
210.0,pricelevel,1.0,29
210.0,revenue,0.0,29
210.0,pricelevel,1.0,30
210.0,revenue,0.0,30
210.0,pricelevel,1.0,31
210.0,revenue,0.0,31
214.0,pricelevel,1.0,1
214.0,revenue,0.0,1
214.0,pricelevel,1.0,2
214.0,revenue,0.0,2
214.0,pricelevel,1.0,3
214.0,revenue,0.0,3
214.0,pricelevel,1.0,4
214.0,revenue,0.0,4
214.0,pricelevel,1.0,5
214.0,revenue,0.0,5
214.0,pricelevel,1.0,6
214.0,revenue,0.0,6
214.0,pricelevel,1.0,7
214.0,revenue,0.0,7
214.0,pricelevel,1.0,8
214.0,revenue,0.0,8
214.0,pricelevel,1.0,9
214.0,revenue,0.0,9
214.0,pricelevel,1.0,10
214.0,revenue,0.0,10
214.0,pricelevel,1.0,11
214.0,revenue,0.0,11
214.0,pricelevel,1.0,12
214.0,revenue,0.0,12
214.0,pricelevel,1.0,13
214.0,revenue,0.0,13
214.0,pricelevel,1.0,14
214.0,revenue,0.0,14
214.0,pricelevel,1.0,15
214.0,revenue,0.0,15
214.0,pricelevel,1.0,16
214.0,revenue,0.0,16
214.0,pricelevel,1.0,17
214.0,revenue,0.0,17
214.0,pricelevel,1.0,18
214.0,revenue,0.0,18
214.0,pricelevel,1.0,19
214.0,revenue,0.0,19
214.0,pricelevel,1.0,20
214.0,revenue,0.0,20
214.0,pricelevel,1.0,21
214.0,revenue,0.0,21
214.0,pricelevel,1.0,22
214.0,revenue,0.0,22
214.0,pricelevel,1.0,23
214.0,revenue,0.0,23
214.0,pricelevel,1.0,24
214.0,revenue,0.0,24
214.0,pricelevel,1.0,25
214.0,revenue,0.0,25
214.0,pricelevel,1.0,26
214.0,revenue,0.0,26
214.0,pricelevel,1.0,27
214.0,revenue,0.0,27
214.0,pricelevel,1.0,28
214.0,revenue,0.0,28
214.0,pricelevel,1.0,29
214.0,revenue,0.0,29
214.0,pricelevel,1.0,30
214.0,revenue,0.0,30
214.0,pricelevel,1.0,31
214.0,revenue,0.0,31
220.0,pricelevel,1.0,1
220.0,revenue,0.0,1
220.0,pricelevel,1.0,2
220.0,revenue,0.0,2
220.0,pricelevel,1.0,3
220.0,revenue,0.0,3
220.0,pricelevel,1.0,4
220.0,revenue,0.0,4
220.0,pricelevel,1.0,5
220.0,revenue,0.0,5
220.0,pricelevel,1.0,6
220.0,revenue,0.0,6
220.0,pricelevel,1.0,7
220.0,revenue,0.0,7
220.0,pricelevel,1.0,8
220.0,revenue,0.0,8
220.0,pricelevel,1.0,9
220.0,revenue,0.0,9
220.0,pricelevel,1.0,10
220.0,revenue,0.0,10
220.0,pricelevel,1.0,11
220.0,revenue,0.0,11
220.0,pricelevel,1.0,12
220.0,revenue,0.0,12
220.0,pricelevel,1.0,13
220.0,revenue,0.0,13
220.0,pricelevel,1.0,14
220.0,revenue,0.0,14
220.0,pricelevel,1.0,15
220.0,revenue,0.0,15
220.0,pricelevel,1.0,16
220.0,revenue,0.0,16
220.0,pricelevel,1.0,17
220.0,revenue,0.0,17
220.0,pricelevel,1.0,18
220.0,revenue,0.0,18
220.0,pricelevel,1.0,19
220.0,revenue,0.0,19
220.0,pricelevel,1.0,20
220.0,revenue,0.0,20
220.0,pricelevel,1.0,21
220.0,revenue,0.0,21
220.0,pricelevel,1.0,22
220.0,revenue,0.0,22
220.0,pricelevel,1.0,23
220.0,revenue,0.0,23
220.0,pricelevel,1.0,24
220.0,revenue,0.0,24
220.0,pricelevel,1.0,25
220.0,revenue,0.0,25
220.0,pricelevel,1.0,26
220.0,revenue,0.0,26
220.0,pricelevel,1.0,27
220.0,revenue,0.0,27
220.0,pricelevel,1.0,28
220.0,revenue,0.0,28
220.0,pricelevel,1.0,29
220.0,revenue,0.0,29
220.0,pricelevel,1.0,30
220.0,revenue,0.0,30
220.0,pricelevel,1.0,31
220.0,revenue,0.0,31
222.0,pricelevel,1.0,1
222.0,revenue,0.0,1
222.0,pricelevel,1.0,2
222.0,revenue,0.0,2
222.0,pricelevel,1.0,3
222.0,revenue,0.0,3
222.0,pricelevel,1.0,4
222.0,revenue,0.0,4
222.0,pricelevel,1.0,5
222.0,revenue,0.0,5
222.0,pricelevel,1.0,6
222.0,revenue,0.0,6
222.0,pricelevel,1.0,7
222.0,revenue,0.0,7
222.0,pricelevel,1.0,8
222.0,revenue,0.0,8
222.0,pricelevel,1.0,9
222.0,revenue,0.0,9
222.0,pricelevel,1.0,10
222.0,revenue,0.0,10
222.0,pricelevel,1.0,11
222.0,revenue,0.0,11
222.0,pricelevel,1.0,12
222.0,revenue,0.0,12
222.0,pricelevel,1.0,13
222.0,revenue,0.0,13
222.0,pricelevel,1.0,14
222.0,revenue,0.0,14
222.0,pricelevel,1.0,15
222.0,revenue,0.0,15
222.0,pricelevel,1.0,16
222.0,revenue,0.0,16
222.0,pricelevel,1.0,17
222.0,revenue,0.0,17
222.0,pricelevel,1.0,18
222.0,revenue,0.0,18
222.0,pricelevel,1.0,19
222.0,revenue,0.0,19
222.0,pricelevel,1.0,20
222.0,revenue,0.0,20
222.0,pricelevel,1.0,21
222.0,revenue,0.0,21
222.0,pricelevel,1.0,22
222.0,revenue,0.0,22
222.0,pricelevel,1.0,23
222.0,revenue,0.0,23
222.0,pricelevel,1.0,24
222.0,revenue,0.0,24
222.0,pricelevel,1.0,25
222.0,revenue,0.0,25
222.0,pricelevel,1.0,26
222.0,revenue,0.0,26
222.0,pricelevel,1.0,27
222.0,revenue,0.0,27
222.0,pricelevel,1.0,28
222.0,revenue,0.0,28
222.0,pricelevel,1.0,29
222.0,revenue,0.0,29
222.0,pricelevel,1.0,30
222.0,revenue,0.0,30
222.0,pricelevel,1.0,31
222.0,revenue,0.0,31
223.0,pricelevel,1.0,1
223.0,revenue,0.0,1
223.0,pricelevel,1.0,2
223.0,revenue,0.0,2
223.0,pricelevel,1.0,3
223.0,revenue,0.0,3
223.0,pricelevel,1.0,4
223.0,revenue,0.0,4
223.0,pricelevel,1.0,5
223.0,revenue,0.0,5
223.0,pricelevel,1.0,6
223.0,revenue,0.0,6
223.0,pricelevel,1.0,7
223.0,revenue,0.0,7
223.0,pricelevel,1.0,8
223.0,revenue,0.0,8
223.0,pricelevel,1.0,9
223.0,revenue,0.0,9
223.0,pricelevel,1.0,10
223.0,revenue,0.0,10
223.0,pricelevel,1.0,11
223.0,revenue,0.0,11
223.0,pricelevel,1.0,12
223.0,revenue,0.0,12
223.0,pricelevel,1.0,13
223.0,revenue,0.0,13
223.0,pricelevel,1.0,14
223.0,revenue,0.0,14
223.0,pricelevel,1.0,15
223.0,revenue,0.0,15
223.0,pricelevel,1.0,16
223.0,revenue,0.0,16
223.0,pricelevel,1.0,17
223.0,revenue,0.0,17
223.0,pricelevel,1.0,18
223.0,revenue,0.0,18
223.0,pricelevel,1.0,19
223.0,revenue,0.0,19
223.0,pricelevel,1.0,20
223.0,revenue,0.0,20
223.0,pricelevel,1.0,21
223.0,revenue,0.0,21
223.0,pricelevel,1.0,22
223.0,revenue,0.0,22
223.0,pricelevel,1.0,23
223.0,revenue,0.0,23
223.0,pricelevel,1.0,24
223.0,revenue,0.0,24
223.0,pricelevel,1.0,25
223.0,revenue,0.0,25
223.0,pricelevel,1.0,26
223.0,revenue,0.0,26
223.0,pricelevel,1.0,27
223.0,revenue,0.0,27
223.0,pricelevel,1.0,28
223.0,revenue,0.0,28
223.0,pricelevel,1.0,29
223.0,revenue,0.0,29
223.0,pricelevel,1.0,30
223.0,revenue,0.0,30
223.0,pricelevel,1.0,31
223.0,revenue,0.0,31
228.0,pricelevel,1.0,1
228.0,revenue,0.0,1
228.0,pricelevel,1.0,2
228.0,revenue,0.0,2
228.0,pricelevel,1.0,3
228.0,revenue,0.0,3
228.0,pricelevel,1.0,4
228.0,revenue,0.0,4
228.0,pricelevel,1.0,5
228.0,revenue,0.0,5
228.0,pricelevel,1.0,6
228.0,revenue,0.0,6
228.0,pricelevel,1.0,7
228.0,revenue,0.0,7
228.0,pricelevel,1.0,8
228.0,revenue,0.0,8
228.0,pricelevel,1.0,9
228.0,revenue,0.0,9
228.0,pricelevel,1.0,10
228.0,revenue,0.0,10
228.0,pricelevel,1.0,11
228.0,revenue,0.0,11
228.0,pricelevel,1.0,12
228.0,revenue,0.0,12
228.0,pricelevel,1.0,13
228.0,revenue,0.0,13
228.0,pricelevel,1.0,14
228.0,revenue,0.0,14
228.0,pricelevel,1.0,15
228.0,revenue,0.0,15
228.0,pricelevel,1.0,16
228.0,revenue,0.0,16
228.0,pricelevel,1.0,17
228.0,revenue,0.0,17
228.0,pricelevel,1.0,18
228.0,revenue,0.0,18
228.0,pricelevel,1.0,19
228.0,revenue,0.0,19
228.0,pricelevel,1.0,20
228.0,revenue,0.0,20
228.0,pricelevel,1.0,21
228.0,revenue,0.0,21
228.0,pricelevel,1.0,22
228.0,revenue,0.0,22
228.0,pricelevel,1.0,23
228.0,revenue,0.0,23
228.0,pricelevel,1.0,24
228.0,revenue,0.0,24
228.0,pricelevel,1.0,25
228.0,revenue,0.0,25
228.0,pricelevel,1.0,26
228.0,revenue,0.0,26
228.0,pricelevel,1.0,27
228.0,revenue,0.0,27
228.0,pricelevel,1.0,28
228.0,revenue,0.0,28
228.0,pricelevel,1.0,29
228.0,revenue,0.0,29
228.0,pricelevel,1.0,30
228.0,revenue,0.0,30
228.0,pricelevel,1.0,31
228.0,revenue,0.0,31
229.0,pricelevel,1.0,1
229.0,revenue,0.0,1
229.0,pricelevel,1.0,2
229.0,revenue,0.0,2
229.0,pricelevel,1.0,3
229.0,revenue,0.0,3
229.0,pricelevel,1.0,4
229.0,revenue,0.0,4
229.0,pricelevel,1.0,5
229.0,revenue,0.0,5
229.0,pricelevel,1.0,6
229.0,revenue,0.0,6
229.0,pricelevel,1.0,7
229.0,revenue,0.0,7
229.0,pricelevel,1.0,8
229.0,revenue,0.0,8
229.0,pricelevel,1.0,9
229.0,revenue,0.0,9
229.0,pricelevel,1.0,10
229.0,revenue,0.0,10
229.0,pricelevel,1.0,11
229.0,revenue,0.0,11
229.0,pricelevel,1.0,12
229.0,revenue,0.0,12
229.0,pricelevel,1.0,13
229.0,revenue,0.0,13
229.0,pricelevel,1.0,14
229.0,revenue,0.0,14
229.0,pricelevel,1.0,15
229.0,revenue,0.0,15
229.0,pricelevel,1.0,16
229.0,revenue,0.0,16
229.0,pricelevel,1.0,17
229.0,revenue,0.0,17
229.0,pricelevel,1.0,18
229.0,revenue,68.18,18
229.0,pricelevel,1.0,19
229.0,revenue,0.0,19
229.0,pricelevel,1.0,20
229.0,revenue,0.0,20
229.0,pricelevel,1.0,21
229.0,revenue,0.0,21
229.0,pricelevel,1.0,22
229.0,revenue,0.0,22
229.0,pricelevel,1.0,23
229.0,revenue,0.0,23
229.0,pricelevel,1.0,24
229.0,revenue,0.0,24
229.0,pricelevel,1.0,25
229.0,revenue,0.0,25
229.0,pricelevel,1.0,26
229.0,revenue,0.0,26
229.0,pricelevel,1.0,27
229.0,revenue,0.0,27
229.0,pricelevel,1.0,28
229.0,revenue,0.0,28
229.0,pricelevel,1.0,29
229.0,revenue,0.0,29
229.0,pricelevel,1.0,30
229.0,revenue,0.0,30
229.0,pricelevel,1.0,31
229.0,revenue,0.0,31
230.0,pricelevel,1.0,1
230.0,revenue,0.0,1
230.0,pricelevel,1.0,2
230.0,revenue,0.0,2
230.0,pricelevel,1.0,3
230.0,revenue,0.0,3
230.0,pricelevel,1.0,4
230.0,revenue,0.0,4
230.0,pricelevel,1.0,5
230.0,revenue,0.0,5
230.0,pricelevel,1.0,6
230.0,revenue,0.0,6
230.0,pricelevel,1.0,7
230.0,revenue,0.0,7
230.0,pricelevel,1.0,8
230.0,revenue,0.0,8
230.0,pricelevel,1.0,9
230.0,revenue,0.0,9
230.0,pricelevel,1.0,10
230.0,revenue,0.0,10
230.0,pricelevel,1.0,11
230.0,revenue,58.71,11
230.0,pricelevel,1.0,12
230.0,revenue,0.0,12
230.0,pricelevel,1.0,13
230.0,revenue,0.0,13
230.0,pricelevel,1.0,14
230.0,revenue,11.6,14
230.0,pricelevel,1.0,15
230.0,revenue,0.0,15
230.0,pricelevel,1.0,16
230.0,revenue,58.75,16
230.0,pricelevel,1.0,17
230.0,revenue,0.0,17
230.0,pricelevel,1.0,18
230.0,revenue,69.43,18
230.0,pricelevel,1.0,19
230.0,revenue,0.0,19
230.0,pricelevel,1.0,20
230.0,revenue,0.0,20
230.0,pricelevel,1.0,21
230.0,revenue,0.0,21
230.0,pricelevel,1.0,22
230.0,revenue,0.0,22
230.0,pricelevel,1.0,23
230.0,revenue,0.0,23
230.0,pricelevel,1.0,24
230.0,revenue,0.0,24
230.0,pricelevel,1.0,25
230.0,revenue,0.0,25
230.0,pricelevel,1.0,26
230.0,revenue,0.0,26
230.0,pricelevel,1.0,27
230.0,revenue,0.0,27
230.0,pricelevel,1.0,28
230.0,revenue,0.0,28
230.0,pricelevel,1.0,29
230.0,revenue,0.0,29
230.0,pricelevel,1.0,30
230.0,revenue,0.0,30
230.0,pricelevel,1.0,31
230.0,revenue,0.0,31
231.0,pricelevel,1.0,1
231.0,revenue,0.0,1
231.0,pricelevel,1.0,2
231.0,revenue,0.0,2
231.0,pricelevel,1.0,3
231.0,revenue,0.0,3
231.0,pricelevel,1.0,4
231.0,revenue,0.0,4
231.0,pricelevel,1.0,5
231.0,revenue,0.0,5
231.0,pricelevel,1.0,6
231.0,revenue,0.0,6
231.0,pricelevel,1.0,7
231.0,revenue,0.0,7
231.0,pricelevel,1.0,8
231.0,revenue,106.63,8
231.0,pricelevel,1.0,9
231.0,revenue,304.23,9
231.0,pricelevel,1.0,10
231.0,revenue,48.89,10
231.0,pricelevel,1.0,11
231.0,revenue,0.0,11
231.0,pricelevel,1.0,12
231.0,revenue,60.76,12
231.0,pricelevel,1.0,13
231.0,revenue,41.1,13
231.0,pricelevel,1.0,14
231.0,revenue,0.0,14
231.0,pricelevel,1.0,15
231.0,revenue,13.95,15
231.0,pricelevel,1.0,16
231.0,revenue,0.0,16
231.0,pricelevel,1.0,17
231.0,revenue,0.0,17
231.0,pricelevel,1.0,18
231.0,revenue,90.81,18
231.0,pricelevel,1.0,19
231.0,revenue,0.0,19
231.0,pricelevel,1.0,20
231.0,revenue,0.0,20
231.0,pricelevel,1.0,21
231.0,revenue,0.0,21
231.0,pricelevel,1.0,22
231.0,revenue,0.0,22
231.0,pricelevel,1.0,23
231.0,revenue,0.0,23
231.0,pricelevel,1.0,24
231.0,revenue,0.0,24
231.0,pricelevel,1.0,25
231.0,revenue,0.0,25
231.0,pricelevel,1.0,26
231.0,revenue,0.0,26
231.0,pricelevel,1.0,27
231.0,revenue,0.0,27
231.0,pricelevel,1.0,28
231.0,revenue,0.0,28
231.0,pricelevel,1.0,29
231.0,revenue,0.0,29
231.0,pricelevel,1.0,30
231.0,revenue,0.0,30
231.0,pricelevel,1.0,31
231.0,revenue,0.0,31
232.0,pricelevel,1.0,1
232.0,revenue,0.0,1
232.0,pricelevel,1.0,2
232.0,revenue,0.0,2
232.0,pricelevel,1.0,3
232.0,revenue,0.0,3
232.0,pricelevel,1.0,4
232.0,revenue,0.0,4
232.0,pricelevel,1.0,5
232.0,revenue,0.0,5
232.0,pricelevel,1.0,6
232.0,revenue,0.0,6
232.0,pricelevel,1.0,7
232.0,revenue,0.0,7
232.0,pricelevel,1.0,8
232.0,revenue,0.0,8
232.0,pricelevel,1.0,9
232.0,revenue,0.0,9
232.0,pricelevel,1.0,10
232.0,revenue,0.0,10
232.0,pricelevel,1.0,11
232.0,revenue,0.0,11
232.0,pricelevel,1.0,12
232.0,revenue,0.0,12
232.0,pricelevel,1.0,13
232.0,revenue,0.0,13
232.0,pricelevel,1.0,14
232.0,revenue,0.0,14
232.0,pricelevel,1.0,15
232.0,revenue,0.0,15
232.0,pricelevel,1.0,16
232.0,revenue,0.0,16
232.0,pricelevel,1.0,17
232.0,revenue,0.0,17
232.0,pricelevel,1.0,18
232.0,revenue,0.0,18
232.0,pricelevel,1.0,19
232.0,revenue,0.0,19
232.0,pricelevel,1.0,20
232.0,revenue,0.0,20
232.0,pricelevel,1.0,21
232.0,revenue,0.0,21
232.0,pricelevel,1.0,22
232.0,revenue,0.0,22
232.0,pricelevel,1.0,23
232.0,revenue,0.0,23
232.0,pricelevel,1.0,24
232.0,revenue,0.0,24
232.0,pricelevel,1.0,25
232.0,revenue,0.0,25
232.0,pricelevel,1.0,26
232.0,revenue,0.0,26
232.0,pricelevel,1.0,27
232.0,revenue,0.0,27
232.0,pricelevel,1.0,28
232.0,revenue,0.0,28
232.0,pricelevel,1.0,29
232.0,revenue,0.0,29
232.0,pricelevel,1.0,30
232.0,revenue,0.0,30
232.0,pricelevel,1.0,31
232.0,revenue,0.0,31
233.0,pricelevel,1.0,1
233.0,revenue,0.0,1
233.0,pricelevel,1.0,2
233.0,revenue,0.0,2
233.0,pricelevel,1.0,3
233.0,revenue,0.0,3
233.0,pricelevel,1.0,4
233.0,revenue,0.0,4
233.0,pricelevel,1.0,5
233.0,revenue,0.0,5
233.0,pricelevel,1.0,6
233.0,revenue,0.0,6
233.0,pricelevel,1.0,7
233.0,revenue,0.0,7
233.0,pricelevel,1.0,8
233.0,revenue,0.0,8
233.0,pricelevel,1.0,9
233.0,revenue,0.0,9
233.0,pricelevel,1.0,10
233.0,revenue,0.0,10
233.0,pricelevel,1.0,11
233.0,revenue,0.0,11
233.0,pricelevel,1.0,12
233.0,revenue,0.0,12
233.0,pricelevel,1.0,13
233.0,revenue,0.0,13
233.0,pricelevel,1.0,14
233.0,revenue,0.0,14
233.0,pricelevel,1.0,15
233.0,revenue,0.0,15
233.0,pricelevel,1.0,16
233.0,revenue,0.0,16
233.0,pricelevel,1.0,17
233.0,revenue,0.0,17
233.0,pricelevel,1.0,18
233.0,revenue,0.0,18
233.0,pricelevel,1.0,19
233.0,revenue,0.0,19
233.0,pricelevel,1.0,20
233.0,revenue,0.0,20
233.0,pricelevel,1.0,21
233.0,revenue,0.0,21
233.0,pricelevel,1.0,22
233.0,revenue,0.0,22
233.0,pricelevel,1.0,23
233.0,revenue,0.0,23
233.0,pricelevel,1.0,24
233.0,revenue,0.0,24
233.0,pricelevel,1.0,25
233.0,revenue,0.0,25
233.0,pricelevel,1.0,26
233.0,revenue,0.0,26
233.0,pricelevel,1.0,27
233.0,revenue,0.0,27
233.0,pricelevel,1.0,28
233.0,revenue,0.0,28
233.0,pricelevel,1.0,29
233.0,revenue,0.0,29
233.0,pricelevel,1.0,30
233.0,revenue,0.0,30
233.0,pricelevel,1.0,31
233.0,revenue,0.0,31
234.0,pricelevel,1.0,1
234.0,revenue,0.0,1
234.0,pricelevel,1.0,2
234.0,revenue,0.0,2
234.0,pricelevel,1.0,3
234.0,revenue,0.0,3
234.0,pricelevel,1.0,4
234.0,revenue,0.0,4
234.0,pricelevel,1.0,5
234.0,revenue,0.0,5
234.0,pricelevel,1.0,6
234.0,revenue,0.0,6
234.0,pricelevel,1.0,7
234.0,revenue,0.0,7
234.0,pricelevel,1.0,8
234.0,revenue,0.0,8
234.0,pricelevel,1.0,9
234.0,revenue,0.0,9
234.0,pricelevel,1.0,10
234.0,revenue,0.0,10
234.0,pricelevel,1.0,11
234.0,revenue,0.0,11
234.0,pricelevel,1.0,12
234.0,revenue,0.0,12
234.0,pricelevel,1.0,13
234.0,revenue,0.0,13
234.0,pricelevel,1.0,14
234.0,revenue,0.0,14
234.0,pricelevel,1.0,15
234.0,revenue,0.0,15
234.0,pricelevel,1.0,16
234.0,revenue,0.0,16
234.0,pricelevel,1.0,17
234.0,revenue,0.0,17
234.0,pricelevel,1.0,18
234.0,revenue,0.0,18
234.0,pricelevel,1.0,19
234.0,revenue,0.0,19
234.0,pricelevel,1.0,20
234.0,revenue,0.0,20
234.0,pricelevel,1.0,21
234.0,revenue,0.0,21
234.0,pricelevel,1.0,22
234.0,revenue,0.0,22
234.0,pricelevel,1.0,23
234.0,revenue,0.0,23
234.0,pricelevel,1.0,24
234.0,revenue,0.0,24
234.0,pricelevel,1.0,25
234.0,revenue,0.0,25
234.0,pricelevel,1.0,26
234.0,revenue,0.0,26
234.0,pricelevel,1.0,27
234.0,revenue,0.0,27
234.0,pricelevel,1.0,28
234.0,revenue,0.0,28
234.0,pricelevel,1.0,29
234.0,revenue,0.0,29
234.0,pricelevel,1.0,30
234.0,revenue,0.0,30
234.0,pricelevel,1.0,31
234.0,revenue,0.0,31
239.0,pricelevel,1.0,1
239.0,revenue,0.0,1
239.0,pricelevel,1.0,2
239.0,revenue,0.0,2
239.0,pricelevel,1.0,3
239.0,revenue,0.0,3
239.0,pricelevel,1.0,4
239.0,revenue,0.0,4
239.0,pricelevel,1.0,5
239.0,revenue,0.0,5
239.0,pricelevel,1.0,6
239.0,revenue,0.0,6
239.0,pricelevel,1.0,7
239.0,revenue,0.0,7
239.0,pricelevel,1.0,8
239.0,revenue,0.0,8
239.0,pricelevel,1.0,9
239.0,revenue,0.0,9
239.0,pricelevel,1.0,10
239.0,revenue,0.0,10
239.0,pricelevel,1.0,11
239.0,revenue,0.0,11
239.0,pricelevel,1.0,12
239.0,revenue,0.0,12
239.0,pricelevel,1.0,13
239.0,revenue,0.0,13
239.0,pricelevel,1.0,14
239.0,revenue,0.0,14
239.0,pricelevel,1.0,15
239.0,revenue,0.0,15
239.0,pricelevel,1.0,16
239.0,revenue,0.0,16
239.0,pricelevel,1.0,17
239.0,revenue,0.0,17
239.0,pricelevel,1.0,18
239.0,revenue,0.0,18
239.0,pricelevel,1.0,19
239.0,revenue,0.0,19
239.0,pricelevel,1.0,20
239.0,revenue,0.0,20
239.0,pricelevel,1.0,21
239.0,revenue,0.0,21
239.0,pricelevel,1.0,22
239.0,revenue,0.0,22
239.0,pricelevel,1.0,23
239.0,revenue,0.0,23
239.0,pricelevel,1.0,24
239.0,revenue,0.0,24
239.0,pricelevel,1.0,25
239.0,revenue,0.0,25
239.0,pricelevel,1.0,26
239.0,revenue,0.0,26
239.0,pricelevel,1.0,27
239.0,revenue,0.0,27
239.0,pricelevel,1.0,28
239.0,revenue,0.0,28
239.0,pricelevel,1.0,29
239.0,revenue,0.0,29
239.0,pricelevel,1.0,30
239.0,revenue,0.0,30
239.0,pricelevel,1.0,31
239.0,revenue,0.0,31
241.0,pricelevel,1.0,1
241.0,revenue,0.0,1
241.0,pricelevel,1.0,2
241.0,revenue,0.0,2
241.0,pricelevel,1.0,3
241.0,revenue,0.0,3
241.0,pricelevel,1.0,4
241.0,revenue,0.0,4
241.0,pricelevel,1.0,5
241.0,revenue,0.0,5
241.0,pricelevel,1.0,6
241.0,revenue,0.0,6
241.0,pricelevel,1.0,7
241.0,revenue,0.0,7
241.0,pricelevel,1.0,8
241.0,revenue,0.0,8
241.0,pricelevel,1.0,9
241.0,revenue,0.0,9
241.0,pricelevel,1.0,10
241.0,revenue,0.0,10
241.0,pricelevel,1.0,11
241.0,revenue,0.0,11
241.0,pricelevel,1.0,12
241.0,revenue,0.0,12
241.0,pricelevel,1.0,13
241.0,revenue,0.0,13
241.0,pricelevel,1.0,14
241.0,revenue,0.0,14
241.0,pricelevel,1.0,15
241.0,revenue,0.0,15
241.0,pricelevel,1.0,16
241.0,revenue,0.0,16
241.0,pricelevel,1.0,17
241.0,revenue,0.0,17
241.0,pricelevel,1.0,18
241.0,revenue,0.0,18
241.0,pricelevel,1.0,19
241.0,revenue,0.0,19
241.0,pricelevel,1.0,20
241.0,revenue,0.0,20
241.0,pricelevel,1.0,21
241.0,revenue,0.0,21
241.0,pricelevel,1.0,22
241.0,revenue,0.0,22
241.0,pricelevel,1.0,23
241.0,revenue,0.0,23
241.0,pricelevel,1.0,24
241.0,revenue,0.0,24
241.0,pricelevel,1.0,25
241.0,revenue,0.0,25
241.0,pricelevel,1.0,26
241.0,revenue,0.0,26
241.0,pricelevel,1.0,27
241.0,revenue,0.0,27
241.0,pricelevel,1.0,28
241.0,revenue,0.0,28
241.0,pricelevel,1.0,29
241.0,revenue,0.0,29
241.0,pricelevel,1.0,30
241.0,revenue,0.0,30
241.0,pricelevel,1.0,31
241.0,revenue,0.0,31
242.0,pricelevel,1.0,1
